类型,WindCode,成交日期时间,成交价格,成交数量,成交金额,买卖方向
transaction,600000.SH,2016-05-04 09:36:56.600000,18.19,2000,36380.0,83
transaction,600000.SH,2016-05-04 09:36:57.200000,18.2,4900,89180.0,66
transaction,600000.SH,2016-05-04 09:36:58.710000,18.19,4000,72760.0,83
transaction,000001.SZ,2016-05-04 09:37:00.050000,10.7,500,5350.0,83
transaction,000001.SZ,2016-05-04 09:37:00.130000,10.7,100,1070.0,83
transaction,000001.SZ,2016-05-04 09:37:00.940000,0.0,15000,0.0,32
transaction,000001.SZ,2016-05-04 09:37:01.150000,10.7,8100,86670.0,83
transaction,000001.SZ,2016-05-04 09:37:01.480000,0.0,100,0.0,32
transaction,000001.SZ,2016-05-04 09:37:01.720000,0.0,1700,0.0,32
transaction,000001.SZ,2016-05-04 09:37:01.980000,10.71,399,4273.0,66
transaction,000001.SZ,2016-05-04 09:37:01.980000,10.71,400,4284.0,66
transaction,000001.SZ,2016-05-04 09:37:01.980000,10.71,100,1071.0,66
transaction,000001.SZ,2016-05-04 09:37:01.980000,10.71,101,1081.0,66
transaction,000001.SZ,2016-05-04 09:37:02.350000,10.71,100,1071.0,66
transaction,000001.SZ,2016-05-04 09:37:03.860000,10.71,100,1071.0,66
transaction,600000.SH,2016-05-04 09:37:02.200000,18.19,1000,18190.0,83
transaction,600000.SH,2016-05-04 09:37:02.510000,18.19,1500,27285.0,83
transaction,600000.SH,2016-05-04 09:37:03.230000,18.19,1800,32742.0,83
transaction,600000.SH,2016-05-04 09:37:03.430000,18.2,3000,54600.0,66
transaction,600000.SH,2016-05-04 09:37:04.190000,18.19,1000,18190.0,83
transaction,600000.SH,2016-05-04 09:37:04.820000,18.2,2500,45500.0,66
transaction,000001.SZ,2016-05-04 09:37:05.040000,0.0,500,0.0,32
transaction,000001.SZ,2016-05-04 09:37:05.260000,0.0,200,0.0,32
transaction,000001.SZ,2016-05-04 09:37:05.590000,0.0,300,0.0,32
transaction,000001.SZ,2016-05-04 09:37:06.430000,10.71,1000,10710.0,66
transaction,000001.SZ,2016-05-04 09:37:06.900000,10.71,2999,32119.0,66
transaction,000001.SZ,2016-05-04 09:37:06.900000,10.71,1000,10710.0,66
transaction,000001.SZ,2016-05-04 09:37:06.900000,10.71,1900,20349.0,66
transaction,000001.SZ,2016-05-04 09:37:06.900000,10.71,19101,204571.0,66
transaction,000001.SZ,2016-05-04 09:37:07.160000,10.71,300,3213.0,66
transaction,000001.SZ,2016-05-04 09:37:07.990000,10.71,300,3213.0,66
transaction,600000.SH,2016-05-04 09:37:06.510000,18.19,500,9095.0,83
transaction,000001.SZ,2016-05-04 09:37:08.130000,10.7,800,8560.0,83
transaction,000001.SZ,2016-05-04 09:37:08.430000,10.71,100,1071.0,66
transaction,000001.SZ,2016-05-04 09:37:08.520000,10.71,199,2131.0,66
transaction,000001.SZ,2016-05-04 09:37:08.520000,10.71,2800,29988.0,66
transaction,000001.SZ,2016-05-04 09:37:08.520000,10.71,1000,10710.0,66
transaction,000001.SZ,2016-05-04 09:37:08.520000,10.71,3800,40698.0,66
transaction,000001.SZ,2016-05-04 09:37:08.520000,10.71,300,3213.0,66
transaction,000001.SZ,2016-05-04 09:37:08.520000,10.71,1901,20359.0,66
transaction,000001.SZ,2016-05-04 09:37:08.680000,10.71,1000,10710.0,66
transaction,000001.SZ,2016-05-04 09:37:09.930000,0.0,8500,0.0,32
transaction,000001.SZ,2016-05-04 09:37:10.980000,10.71,99,1060.0,66
transaction,000001.SZ,2016-05-04 09:37:10.980000,10.71,901,9649.0,66
transaction,600000.SH,2016-05-04 09:37:08.170000,18.2,145,2639.0,66
transaction,600000.SH,2016-05-04 09:37:08.170000,18.2,100,1820.0,66
transaction,600000.SH,2016-05-04 09:37:08.170000,18.2,200,3640.0,66
transaction,600000.SH,2016-05-04 09:37:08.170000,18.2,200,3640.0,66
transaction,600000.SH,2016-05-04 09:37:08.170000,18.2,400,7280.0,66
transaction,600000.SH,2016-05-04 09:37:08.170000,18.2,255,4641.0,66
transaction,600000.SH,2016-05-04 09:37:08.380000,18.2,245,4459.0,66
transaction,600000.SH,2016-05-04 09:37:08.380000,18.2,55,1001.0,66
transaction,600000.SH,2016-05-04 09:37:09.660000,18.19,8100,147339.0,83
transaction,600000.SH,2016-05-04 09:37:10.040000,18.19,2900,52751.0,83
transaction,600000.SH,2016-05-04 09:37:10.310000,18.19,1000,18190.0,83
transaction,600000.SH,2016-05-04 09:37:10.500000,18.19,300,5457.0,83
transaction,600000.SH,2016-05-04 09:37:10.640000,18.19,200,3638.0,83
transaction,000001.SZ,2016-05-04 09:37:11.280000,0.0,200,0.0,32
transaction,000001.SZ,2016-05-04 09:37:13.360000,0.0,1000,0.0,32
transaction,000001.SZ,2016-05-04 09:37:13.720000,10.71,99,1060.0,66
transaction,000001.SZ,2016-05-04 09:37:13.720000,10.71,201,2152.0,66
transaction,000001.SZ,2016-05-04 09:37:13.990000,0.0,54800,0.0,32
transaction,600000.SH,2016-05-04 09:37:12.310000,18.19,1600,29104.0,83
transaction,000001.SZ,2016-05-04 09:37:14.500000,10.71,300,3213.0,66
transaction,000001.SZ,2016-05-04 09:37:14.540000,0.0,10000,0.0,32
transaction,000001.SZ,2016-05-04 09:37:14.560000,0.0,1000,0.0,32
transaction,000001.SZ,2016-05-04 09:37:14.560000,10.71,99,1060.0,66
transaction,000001.SZ,2016-05-04 09:37:14.560000,10.71,101,1081.0,66
transaction,000001.SZ,2016-05-04 09:37:15.360000,10.7,5000,53500.0,83
transaction,000001.SZ,2016-05-04 09:37:15.430000,0.0,1399,0.0,32
transaction,000001.SZ,2016-05-04 09:37:15.890000,10.71,5000,53550.0,66
