类型,WindCode,日期时间,委托价格,委托数量,委托类别,委托代码
order,000001.SZ,2016-05-04 09:31:31.590000,10.66,2000,0,S
order,000001.SZ,2016-05-04 09:31:31.620000,10.66,1100,0,S
order,000001.SZ,2016-05-04 09:31:31.630000,10.4,800,0,B
order,000001.SZ,2016-05-04 09:31:32.140000,10.84,300,0,S
order,000001.SZ,2016-05-04 09:31:32.190000,10.67,7200,0,S
order,000001.SZ,2016-05-04 09:31:32.290000,10.63,5000,0,B
order,000001.SZ,2016-05-04 09:31:33.100000,0.0,3800,V,B
order,000001.SZ,2016-05-04 09:31:33.220000,10.4,500,0,B
order,000001.SZ,2016-05-04 09:31:33.230000,10.62,3000,0,B
order,000001.SZ,2016-05-04 09:31:33.770000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:31:34.070000,10.67,10000,0,B
order,000001.SZ,2016-05-04 09:31:34.620000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:31:34.620000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:31:34.750000,10.65,500,0,B
order,000001.SZ,2016-05-04 09:31:35.030000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:31:35.190000,10.73,300,0,S
order,000001.SZ,2016-05-04 09:31:35.450000,10.61,1000,0,B
order,000001.SZ,2016-05-04 09:31:35.980000,10.67,100,0,S
order,000001.SZ,2016-05-04 09:31:36.110000,10.78,1000,0,S
order,000001.SZ,2016-05-04 09:31:36.140000,10.66,300,0,B
order,000001.SZ,2016-05-04 09:31:36.670000,0.0,500,0,C
order,000001.SZ,2016-05-04 09:31:36.780000,10.67,39000,0,B
order,000001.SZ,2016-05-04 09:31:37.270000,10.68,2500,0,S
order,000001.SZ,2016-05-04 09:31:37.630000,10.67,30000,0,B
order,000001.SZ,2016-05-04 09:31:37.650000,10.67,1400,0,S
order,000001.SZ,2016-05-04 09:31:37.820000,10.64,900,0,B
order,000001.SZ,2016-05-04 09:31:38.150000,11.74,29000,0,B
order,000001.SZ,2016-05-04 09:31:38.390000,10.67,20000,0,S
order,000001.SZ,2016-05-04 09:31:39.250000,10.66,5000,0,S
order,000001.SZ,2016-05-04 09:31:39.290000,10.58,1000,0,B
order,000001.SZ,2016-05-04 09:31:39.340000,10.66,2100,0,B
order,000001.SZ,2016-05-04 09:31:39.480000,11.22,1000,0,S
order,000001.SZ,2016-05-04 09:31:39.800000,10.67,100,0,S
order,000001.SZ,2016-05-04 09:31:40.450000,10.65,2000,0,B
order,000001.SZ,2016-05-04 09:31:40.760000,10.53,1200,0,B
order,000001.SZ,2016-05-04 09:31:40.920000,10.61,500,0,B
order,000001.SZ,2016-05-04 09:31:41.280000,10.67,430,0,S
order,000001.SZ,2016-05-04 09:31:41.940000,10.67,4700,0,B
order,000001.SZ,2016-05-04 09:31:42.030000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:31:42.070000,9.99,500,0,B
order,000001.SZ,2016-05-04 09:31:42.300000,0.0,2100,0,C
order,000001.SZ,2016-05-04 09:31:42.690000,11.75,10000,0,B
order,000001.SZ,2016-05-04 09:31:42.710000,10.68,300,0,S
order,000001.SZ,2016-05-04 09:31:43.390000,10.67,400,0,B
order,000001.SZ,2016-05-04 09:31:43.640000,10.63,50000,0,B
order,000001.SZ,2016-05-04 09:31:43.780000,10.67,50000,0,B
order,000001.SZ,2016-05-04 09:31:43.840000,11.75,500,0,S
order,000001.SZ,2016-05-04 09:31:44.410000,10.67,38600,0,B
order,000001.SZ,2016-05-04 09:31:45.220000,10.67,2100,0,B
order,000001.SZ,2016-05-04 09:31:45.580000,10.68,100,0,S
order,000001.SZ,2016-05-04 09:31:46.260000,10.58,2800,0,B
order,000001.SZ,2016-05-04 09:31:46.990000,10.67,1000,0,S
order,000001.SZ,2016-05-04 09:31:47.340000,10.66,200,0,B
order,000001.SZ,2016-05-04 09:31:47.700000,10.99,2000,0,S
order,000001.SZ,2016-05-04 09:31:47.780000,10.67,6200,0,B
order,000001.SZ,2016-05-04 09:31:48.310000,0.0,2800,0,C
order,000001.SZ,2016-05-04 09:31:48.410000,10.61,4000,0,B
order,000001.SZ,2016-05-04 09:31:48.740000,10.66,53680,0,S
order,000001.SZ,2016-05-04 09:31:49.040000,10.67,2900,0,B
order,000001.SZ,2016-05-04 09:31:49.080000,10.52,800,0,B
order,000001.SZ,2016-05-04 09:31:49.330000,10.69,500,0,S
order,000001.SZ,2016-05-04 09:31:50.180000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:31:51.010000,10.75,2016,0,S
order,000001.SZ,2016-05-04 09:31:51.270000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:31:51.480000,10.72,5000,0,S
order,000001.SZ,2016-05-04 09:31:52.340000,10.6,1500,0,B
order,000001.SZ,2016-05-04 09:31:52.970000,10.68,11700,0,B
order,000001.SZ,2016-05-04 09:31:53.080000,10.67,900,0,S
order,000001.SZ,2016-05-04 09:31:53.460000,0.0,1900,V,B
order,000001.SZ,2016-05-04 09:31:53.580000,10.67,5000,0,B
order,000001.SZ,2016-05-04 09:31:53.740000,11.0,400,0,S
order,000001.SZ,2016-05-04 09:31:53.740000,10.62,2800,0,B
order,000001.SZ,2016-05-04 09:31:54.220000,0.0,6000,V,B
order,000001.SZ,2016-05-04 09:31:54.240000,0.0,2100,0,C
order,000001.SZ,2016-05-04 09:31:54.300000,9.81,500,0,B
order,000001.SZ,2016-05-04 09:31:54.370000,10.72,10000,0,S
order,000001.SZ,2016-05-04 09:31:54.440000,0.0,1900,V,B
order,000001.SZ,2016-05-04 09:31:54.880000,10.67,500,0,S
order,000001.SZ,2016-05-04 09:31:54.880000,10.67,2000,0,B
order,000001.SZ,2016-05-04 09:31:54.980000,10.58,200,0,B
order,000001.SZ,2016-05-04 09:31:55.020000,10.67,2000,0,B
order,000001.SZ,2016-05-04 09:31:55.160000,0.0,7200,V,B
order,000001.SZ,2016-05-04 09:31:55.330000,9.7,1000,0,B
order,000001.SZ,2016-05-04 09:31:55.540000,10.68,100,0,B
order,000001.SZ,2016-05-04 09:31:55.690000,10.67,100,0,S
order,000001.SZ,2016-05-04 09:31:55.710000,10.68,200,0,S
order,000001.SZ,2016-05-04 09:31:55.920000,10.69,1600,0,S
order,000001.SZ,2016-05-04 09:31:56.030000,0.0,5000,0,C
order,000001.SZ,2016-05-04 09:31:56.130000,10.71,6700,0,B
order,000001.SZ,2016-05-04 09:31:56.490000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:31:57.000000,10.66,3000,0,B
order,000001.SZ,2016-05-04 09:31:57.130000,10.68,22800,0,S
order,000001.SZ,2016-05-04 09:31:57.140000,10.68,2100,0,B
order,000001.SZ,2016-05-04 09:31:57.310000,10.68,5000,0,B
order,000001.SZ,2016-05-04 09:31:57.630000,11.04,2000,0,S
order,000001.SZ,2016-05-04 09:31:58.570000,10.68,1700,0,B
order,000001.SZ,2016-05-04 09:31:58.600000,10.87,200,0,S
order,000001.SZ,2016-05-04 09:31:59.130000,10.59,3000,0,B
order,000001.SZ,2016-05-04 09:31:59.480000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:31:59.690000,10.48,500,0,S
order,000001.SZ,2016-05-04 09:31:59.790000,10.68,700,0,B
order,000001.SZ,2016-05-04 09:32:00.170000,10.68,20000,0,B
order,000001.SZ,2016-05-04 09:32:00.880000,10.67,8000,0,S
order,000001.SZ,2016-05-04 09:32:01.410000,10.66,2000,0,B
order,000001.SZ,2016-05-04 09:32:01.740000,10.69,200,0,B
order,000001.SZ,2016-05-04 09:32:01.770000,10.68,1500,0,B
order,000001.SZ,2016-05-04 09:32:02.610000,10.68,100,0,B
order,000001.SZ,2016-05-04 09:32:02.750000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:32:03.620000,10.68,3000,0,B
order,000001.SZ,2016-05-04 09:32:04.090000,10.68,900,0,B
order,000001.SZ,2016-05-04 09:32:04.270000,10.68,2000,0,B
order,000001.SZ,2016-05-04 09:32:04.280000,10.68,2000,0,B
order,000001.SZ,2016-05-04 09:32:04.810000,10.73,3000,0,S
order,000001.SZ,2016-05-04 09:32:04.910000,10.71,10500,0,B
order,000001.SZ,2016-05-04 09:32:06.160000,10.68,500,0,B
order,000001.SZ,2016-05-04 09:32:06.730000,10.61,1000,0,B
order,000001.SZ,2016-05-04 09:32:06.820000,10.41,400,0,B
order,000001.SZ,2016-05-04 09:32:06.840000,11.09,2000,0,S
order,000001.SZ,2016-05-04 09:32:07.180000,0.0,1900,V,B
order,000001.SZ,2016-05-04 09:32:07.200000,10.67,300,0,S
order,000001.SZ,2016-05-04 09:32:07.280000,9.61,1000,0,B
order,000001.SZ,2016-05-04 09:32:07.730000,10.68,500,0,B
order,000001.SZ,2016-05-04 09:32:08.220000,10.69,1400,0,S
order,000001.SZ,2016-05-04 09:32:09.200000,10.68,500,0,B
order,000001.SZ,2016-05-04 09:32:09.470000,10.69,2600,0,B
order,000001.SZ,2016-05-04 09:32:09.540000,10.68,100,0,B
order,000001.SZ,2016-05-04 09:32:09.600000,10.68,1000,0,S
order,000001.SZ,2016-05-04 09:32:10.130000,10.67,4900,0,S
order,000001.SZ,2016-05-04 09:32:10.190000,10.69,500,0,B
order,000001.SZ,2016-05-04 09:32:10.600000,10.67,6500,0,B
order,000001.SZ,2016-05-04 09:32:11.000000,10.68,10000,0,S
order,000001.SZ,2016-05-04 09:32:11.060000,11.0,800,0,S
order,000001.SZ,2016-05-04 09:32:11.090000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:32:11.380000,10.59,1600,0,B
order,000001.SZ,2016-05-04 09:32:12.290000,10.68,100,0,B
order,000001.SZ,2016-05-04 09:32:12.310000,10.59,5000,0,B
order,000001.SZ,2016-05-04 09:32:12.680000,11.75,10000,0,B
order,000001.SZ,2016-05-04 09:32:12.690000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:32:13.580000,10.73,5000,0,S
order,000001.SZ,2016-05-04 09:32:14.120000,11.45,100,0,S
order,000001.SZ,2016-05-04 09:32:14.280000,10.7,1000,0,S
order,000001.SZ,2016-05-04 09:32:14.400000,10.68,600,0,B
order,000001.SZ,2016-05-04 09:32:14.680000,10.69,6159,0,S
order,000001.SZ,2016-05-04 09:32:14.710000,10.69,1500,0,B
order,000001.SZ,2016-05-04 09:32:15.010000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:32:15.200000,10.69,100,0,B
order,000001.SZ,2016-05-04 09:32:15.370000,11.14,2000,0,S
order,000001.SZ,2016-05-04 09:32:15.690000,10.67,5000,0,B
order,000001.SZ,2016-05-04 09:32:16.400000,10.68,100000,0,B
order,000001.SZ,2016-05-04 09:32:16.650000,10.68,5000,0,B
order,000001.SZ,2016-05-04 09:32:16.730000,10.68,3000,0,B
order,000001.SZ,2016-05-04 09:32:16.910000,10.69,2500,0,B
order,000001.SZ,2016-05-04 09:32:17.570000,10.63,2000,0,B
order,000001.SZ,2016-05-04 09:32:17.980000,0.0,400,0,C
order,000001.SZ,2016-05-04 09:32:18.100000,10.69,900,0,B
order,000001.SZ,2016-05-04 09:32:18.380000,10.67,500,0,B
order,000001.SZ,2016-05-04 09:32:18.450000,11.68,1000,0,S
order,000001.SZ,2016-05-04 09:32:18.510000,10.6,500,0,B
order,000001.SZ,2016-05-04 09:32:18.830000,10.88,1000,0,S
order,000001.SZ,2016-05-04 09:32:19.240000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:32:19.350000,0.0,700,0,C
order,000001.SZ,2016-05-04 09:32:19.820000,0.0,1500,0,C
order,000001.SZ,2016-05-04 09:32:19.920000,10.32,600,0,B
order,000001.SZ,2016-05-04 09:32:20.100000,10.69,100,0,S
order,000001.SZ,2016-05-04 09:32:20.120000,10.65,200,0,B
order,000001.SZ,2016-05-04 09:32:20.470000,10.72,500,0,B
order,000001.SZ,2016-05-04 09:32:20.500000,10.66,2500,0,B
order,000001.SZ,2016-05-04 09:32:20.600000,10.88,2000,0,S
order,000001.SZ,2016-05-04 09:32:21.260000,10.63,500,0,B
order,000001.SZ,2016-05-04 09:32:21.420000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:32:21.950000,10.65,2000,0,B
order,000001.SZ,2016-05-04 09:32:22.230000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:32:22.230000,11.75,100,0,S
order,000001.SZ,2016-05-04 09:32:22.270000,11.0,5000,0,S
order,000001.SZ,2016-05-04 09:32:22.370000,10.65,2500,0,B
order,000001.SZ,2016-05-04 09:32:22.460000,0.0,700,0,C
order,000001.SZ,2016-05-04 09:32:22.510000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:32:23.110000,10.73,1000,0,S
order,000001.SZ,2016-05-04 09:32:23.180000,0.0,1700,0,C
order,000001.SZ,2016-05-04 09:32:23.660000,10.69,700,0,B
order,000001.SZ,2016-05-04 09:32:24.030000,0.0,2000,0,C
order,000001.SZ,2016-05-04 09:32:24.130000,10.67,2000,0,B
order,000001.SZ,2016-05-04 09:32:24.420000,10.68,1100,0,B
order,000001.SZ,2016-05-04 09:32:24.480000,10.7,600,0,S
order,000001.SZ,2016-05-04 09:32:24.640000,10.67,5000,0,B
order,000001.SZ,2016-05-04 09:32:25.060000,10.68,1500,0,B
order,000001.SZ,2016-05-04 09:32:25.450000,11.19,2000,0,S
order,000001.SZ,2016-05-04 09:32:25.750000,10.66,1000,0,B
order,000001.SZ,2016-05-04 09:32:26.810000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:32:26.980000,10.88,1100,0,S
order,000001.SZ,2016-05-04 09:32:27.140000,10.69,20000,0,B
order,000001.SZ,2016-05-04 09:32:27.350000,0.0,500,0,C
order,000001.SZ,2016-05-04 09:32:27.460000,0.0,4600,0,C
order,000001.SZ,2016-05-04 09:32:27.540000,0.0,500,0,C
order,000001.SZ,2016-05-04 09:32:27.850000,11.75,500,0,S
order,000001.SZ,2016-05-04 09:32:27.850000,10.69,400,0,B
order,000001.SZ,2016-05-04 09:32:28.110000,10.68,100,0,S
order,000001.SZ,2016-05-04 09:32:28.110000,10.68,16000,0,S
order,000001.SZ,2016-05-04 09:32:28.590000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:32:28.960000,10.7,4900,0,S
order,000001.SZ,2016-05-04 09:32:29.230000,10.68,500,0,S
order,000001.SZ,2016-05-04 09:32:29.390000,10.55,600,0,B
order,000001.SZ,2016-05-04 09:32:29.560000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:32:29.810000,10.48,500,0,S
order,000001.SZ,2016-05-04 09:32:30.160000,10.71,6600,0,B
order,000001.SZ,2016-05-04 09:32:30.370000,10.68,2000,0,B
order,000001.SZ,2016-05-04 09:32:30.490000,10.68,100,0,B
order,000001.SZ,2016-05-04 09:32:30.640000,10.68,800,0,S
order,000001.SZ,2016-05-04 09:32:30.710000,10.67,1700,0,B
order,000001.SZ,2016-05-04 09:32:30.750000,10.96,200,0,S
order,000001.SZ,2016-05-04 09:32:30.880000,10.69,500,0,B
order,000001.SZ,2016-05-04 09:32:31.000000,10.69,200,0,B
order,000001.SZ,2016-05-04 09:32:31.050000,10.69,300,0,B
order,000001.SZ,2016-05-04 09:32:31.150000,10.69,5000,0,B
order,000001.SZ,2016-05-04 09:32:31.230000,10.7,200,0,B
order,000001.SZ,2016-05-04 09:32:31.280000,10.68,37100,0,B
order,000001.SZ,2016-05-04 09:32:31.480000,10.69,200,0,B
order,000001.SZ,2016-05-04 09:32:31.510000,10.7,6000,0,S
order,000001.SZ,2016-05-04 09:32:31.610000,0.0,1500,0,C
order,000001.SZ,2016-05-04 09:32:31.620000,10.67,1100,0,B
order,000001.SZ,2016-05-04 09:32:31.630000,10.78,2200,0,S
order,000001.SZ,2016-05-04 09:32:31.880000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:32:31.880000,10.69,100,0,S
order,000001.SZ,2016-05-04 09:32:32.300000,10.68,500,0,S
order,000001.SZ,2016-05-04 09:32:32.870000,10.69,100,0,S
order,000001.SZ,2016-05-04 09:32:32.900000,10.69,100,0,B
order,000001.SZ,2016-05-04 09:32:32.990000,10.69,1400,0,S
order,000001.SZ,2016-05-04 09:32:33.140000,10.69,2000,0,B
order,000001.SZ,2016-05-04 09:32:33.260000,10.72,2000,0,S
order,000001.SZ,2016-05-04 09:32:33.430000,0.0,1600,0,C
order,000001.SZ,2016-05-04 09:32:33.520000,10.69,100,0,S
order,000001.SZ,2016-05-04 09:32:33.640000,10.68,2000,0,B
order,000001.SZ,2016-05-04 09:32:33.860000,10.69,400,0,B
order,000001.SZ,2016-05-04 09:32:34.020000,10.69,1000,0,S
order,000001.SZ,2016-05-04 09:32:34.300000,11.75,1800,0,S
order,000001.SZ,2016-05-04 09:32:34.650000,10.69,1200,0,S
order,000001.SZ,2016-05-04 09:32:34.950000,10.69,400,0,B
order,000001.SZ,2016-05-04 09:32:35.350000,0.0,1900,V,B
order,000001.SZ,2016-05-04 09:32:35.770000,10.66,1200,0,B
order,000001.SZ,2016-05-04 09:32:36.220000,10.65,500,0,B
order,000001.SZ,2016-05-04 09:32:36.470000,10.6,1000,0,B
order,000001.SZ,2016-05-04 09:32:36.860000,10.5,20000,0,B
order,000001.SZ,2016-05-04 09:32:37.150000,10.69,5000,0,B
order,000001.SZ,2016-05-04 09:32:37.880000,0.0,100,0,C
order,000001.SZ,2016-05-04 09:32:38.100000,10.6,1000,0,B
order,000001.SZ,2016-05-04 09:32:38.120000,10.68,2000,0,B
order,000001.SZ,2016-05-04 09:32:38.130000,0.0,26500,V,B
order,000001.SZ,2016-05-04 09:32:38.150000,11.75,300,0,S
order,000001.SZ,2016-05-04 09:32:38.310000,10.78,5600,0,S
order,000001.SZ,2016-05-04 09:32:39.120000,10.68,900,0,B
order,000001.SZ,2016-05-04 09:32:39.160000,10.69,300,0,B
order,000001.SZ,2016-05-04 09:32:39.800000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:32:39.890000,10.67,2000,0,B
order,000001.SZ,2016-05-04 09:32:39.950000,10.75,300,0,S
order,000001.SZ,2016-05-04 09:32:39.980000,10.8,26500,0,B
order,000001.SZ,2016-05-04 09:32:40.140000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:32:40.210000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:32:40.290000,10.69,2000,0,B
order,000001.SZ,2016-05-04 09:32:40.290000,10.61,1000,0,B
order,000001.SZ,2016-05-04 09:32:40.360000,10.68,100,0,S
order,000001.SZ,2016-05-04 09:32:40.670000,10.69,2000,0,B
order,000001.SZ,2016-05-04 09:32:41.340000,11.55,500,0,S
order,000001.SZ,2016-05-04 09:32:41.590000,10.72,1000,0,B
order,000001.SZ,2016-05-04 09:32:42.280000,10.6,500,0,B
order,000001.SZ,2016-05-04 09:32:42.320000,10.69,5000,0,B
order,000001.SZ,2016-05-04 09:32:42.430000,10.68,1100,0,B
order,000001.SZ,2016-05-04 09:32:42.530000,10.62,1500,0,B
order,000001.SZ,2016-05-04 09:32:42.670000,11.75,9000,0,B
order,000001.SZ,2016-05-04 09:32:42.790000,10.69,400,0,S
order,000001.SZ,2016-05-04 09:32:43.000000,10.68,35500,0,B
order,000001.SZ,2016-05-04 09:32:43.350000,10.69,3000,0,B
order,000001.SZ,2016-05-04 09:32:43.470000,10.68,400,0,B
order,000001.SZ,2016-05-04 09:32:43.540000,10.68,300,0,B
order,000001.SZ,2016-05-04 09:32:43.630000,10.82,2900,0,S
order,000001.SZ,2016-05-04 09:32:43.660000,10.68,10000,0,B
order,000001.SZ,2016-05-04 09:32:44.090000,10.68,500,0,S
order,000001.SZ,2016-05-04 09:32:44.790000,10.69,1500,0,B
order,000001.SZ,2016-05-04 09:32:44.800000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:32:45.190000,10.8,300,0,S
order,000001.SZ,2016-05-04 09:32:45.900000,10.7,800,0,B
order,000001.SZ,2016-05-04 09:32:46.110000,10.69,8400,0,S
order,000001.SZ,2016-05-04 09:32:46.120000,11.18,1900,0,S
order,000001.SZ,2016-05-04 09:32:46.460000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:32:46.590000,10.66,600,0,B
order,000001.SZ,2016-05-04 09:32:46.760000,10.69,2000,0,B
order,000001.SZ,2016-05-04 09:32:47.000000,10.88,500,0,S
order,000001.SZ,2016-05-04 09:32:47.140000,10.58,1000,0,B
order,000001.SZ,2016-05-04 09:32:47.390000,10.99,800,0,S
order,000001.SZ,2016-05-04 09:32:47.610000,10.69,800,0,B
order,000001.SZ,2016-05-04 09:32:47.720000,10.69,2000,0,B
order,000001.SZ,2016-05-04 09:32:47.830000,10.69,40000,0,B
order,000001.SZ,2016-05-04 09:32:47.970000,10.69,1600,0,S
order,000001.SZ,2016-05-04 09:32:48.070000,10.69,1000,0,S
order,000001.SZ,2016-05-04 09:32:48.140000,10.64,1600,0,B
order,000001.SZ,2016-05-04 09:32:48.270000,10.69,700,0,B
order,000001.SZ,2016-05-04 09:32:49.440000,10.59,1600,0,B
order,000001.SZ,2016-05-04 09:32:49.450000,10.76,1000,0,S
order,000001.SZ,2016-05-04 09:32:49.790000,10.69,26500,0,S
order,000001.SZ,2016-05-04 09:32:49.870000,10.69,500,0,B
order,000001.SZ,2016-05-04 09:32:50.070000,11.5,1000,0,S
order,000001.SZ,2016-05-04 09:32:50.200000,10.68,5000,0,S
order,000001.SZ,2016-05-04 09:32:50.290000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:32:50.860000,10.72,8500,0,S
order,000001.SZ,2016-05-04 09:32:51.150000,10.69,5000,0,B
order,000001.SZ,2016-05-04 09:32:51.290000,10.61,200,0,B
order,000001.SZ,2016-05-04 09:32:51.470000,10.69,600,0,B
order,000001.SZ,2016-05-04 09:32:51.750000,10.69,500,0,B
order,000001.SZ,2016-05-04 09:32:51.870000,10.7,600,0,S
order,000001.SZ,2016-05-04 09:32:52.760000,10.69,20000,0,B
order,000001.SZ,2016-05-04 09:32:52.780000,11.0,1500,0,S
order,000001.SZ,2016-05-04 09:32:52.900000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:32:52.960000,10.68,300,0,B
order,000001.SZ,2016-05-04 09:32:53.490000,10.69,1900,0,B
order,000001.SZ,2016-05-04 09:32:53.700000,10.67,1500,0,B
order,000001.SZ,2016-05-04 09:32:53.850000,10.7,100,0,B
order,000001.SZ,2016-05-04 09:32:54.050000,10.7,23000,0,S
order,000001.SZ,2016-05-04 09:32:54.660000,0.0,3000,0,C
order,000001.SZ,2016-05-04 09:32:55.770000,10.9,900,0,S
order,000001.SZ,2016-05-04 09:32:55.810000,0.0,1500,0,C
order,000001.SZ,2016-05-04 09:32:55.870000,10.68,100,0,S
order,000001.SZ,2016-05-04 09:32:56.200000,10.69,500,0,B
order,000001.SZ,2016-05-04 09:32:56.460000,10.9,1600,0,S
order,000001.SZ,2016-05-04 09:32:56.600000,10.66,600,0,S
order,000001.SZ,2016-05-04 09:32:57.100000,10.75,5000,0,S
order,000001.SZ,2016-05-04 09:32:57.390000,10.69,29100,0,B
order,000001.SZ,2016-05-04 09:32:57.940000,10.72,4300,0,B
order,000001.SZ,2016-05-04 09:32:58.290000,10.68,3900,0,S
order,000001.SZ,2016-05-04 09:32:58.390000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:32:58.500000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:32:58.610000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:32:59.330000,10.75,400,0,S
order,000001.SZ,2016-05-04 09:32:59.590000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:32:59.680000,10.49,500,0,S
order,000001.SZ,2016-05-04 09:32:59.810000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:33:00.400000,10.69,10000,0,S
order,000001.SZ,2016-05-04 09:33:00.550000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:33:01.130000,10.87,200,0,S
order,000001.SZ,2016-05-04 09:33:01.680000,10.99,1000,0,S
order,000001.SZ,2016-05-04 09:33:01.740000,10.74,1300,0,S
order,000001.SZ,2016-05-04 09:33:01.770000,10.61,100,0,B
order,000001.SZ,2016-05-04 09:33:01.820000,10.68,900,0,B
order,000001.SZ,2016-05-04 09:33:02.280000,10.68,200,0,B
order,000001.SZ,2016-05-04 09:33:02.830000,10.7,2000,0,B
order,000001.SZ,2016-05-04 09:33:02.930000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:33:03.380000,0.0,6200,0,C
order,000001.SZ,2016-05-04 09:33:03.400000,10.69,500,0,B
order,000001.SZ,2016-05-04 09:33:04.430000,0.0,800,V,B
order,000001.SZ,2016-05-04 09:33:04.930000,10.69,100,0,B
order,000001.SZ,2016-05-04 09:33:05.020000,11.0,11600,0,S
order,000001.SZ,2016-05-04 09:33:05.540000,10.68,100,0,B
order,000001.SZ,2016-05-04 09:33:05.670000,10.69,100,0,S
order,000001.SZ,2016-05-04 09:33:05.850000,10.56,1000,0,B
order,000001.SZ,2016-05-04 09:33:05.950000,11.2,1000,0,S
order,000001.SZ,2016-05-04 09:33:06.160000,10.71,1000,0,B
order,000001.SZ,2016-05-04 09:33:06.560000,10.71,10000,0,S
order,000001.SZ,2016-05-04 09:33:06.570000,10.66,10000,0,B
order,000001.SZ,2016-05-04 09:33:06.650000,10.65,2300,0,S
order,000001.SZ,2016-05-04 09:33:06.670000,10.8,800,0,S
order,000001.SZ,2016-05-04 09:33:06.710000,10.7,2000,0,B
order,000001.SZ,2016-05-04 09:33:07.400000,10.69,5000,0,B
order,000001.SZ,2016-05-04 09:33:08.010000,11.0,1000,0,S
order,000001.SZ,2016-05-04 09:33:08.020000,10.64,3000,0,B
order,000001.SZ,2016-05-04 09:33:08.200000,10.7,1400,0,S
order,000001.SZ,2016-05-04 09:33:08.230000,10.68,100,0,S
order,000001.SZ,2016-05-04 09:33:08.280000,10.7,1000,0,S
order,000001.SZ,2016-05-04 09:33:08.490000,10.7,100,0,S
order,000001.SZ,2016-05-04 09:33:08.610000,11.1,300,0,S
order,000001.SZ,2016-05-04 09:33:08.880000,10.65,2200,0,S
order,000001.SZ,2016-05-04 09:33:09.160000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:33:09.170000,10.69,2800,0,S
order,000001.SZ,2016-05-04 09:33:09.500000,11.68,100,0,S
order,000001.SZ,2016-05-04 09:33:09.700000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:33:09.720000,10.69,100,0,B
order,000001.SZ,2016-05-04 09:33:10.000000,10.75,22500,0,S
order,000001.SZ,2016-05-04 09:33:10.490000,10.7,2000,0,S
order,000001.SZ,2016-05-04 09:33:10.740000,10.66,500,0,B
order,000001.SZ,2016-05-04 09:33:10.790000,10.8,2100,0,S
order,000001.SZ,2016-05-04 09:33:10.910000,10.69,1000,0,S
order,000001.SZ,2016-05-04 09:33:11.060000,10.88,1200,0,S
order,000001.SZ,2016-05-04 09:33:11.260000,10.69,2000,0,B
order,000001.SZ,2016-05-04 09:33:11.420000,10.74,1000,0,S
order,000001.SZ,2016-05-04 09:33:11.590000,0.0,2000,0,C
order,000001.SZ,2016-05-04 09:33:11.740000,10.7,1000,0,S
order,000001.SZ,2016-05-04 09:33:11.750000,10.69,1000,0,S
order,000001.SZ,2016-05-04 09:33:11.960000,0.0,100,0,C
order,000001.SZ,2016-05-04 09:33:12.140000,10.62,800,0,B
order,000001.SZ,2016-05-04 09:33:12.340000,10.7,10000,0,S
order,000001.SZ,2016-05-04 09:33:12.400000,10.7,300,0,S
order,000001.SZ,2016-05-04 09:33:12.900000,10.99,2600,0,S
order,000001.SZ,2016-05-04 09:33:13.290000,10.7,1000,0,B
order,000001.SZ,2016-05-04 09:33:13.340000,0.0,1500,0,C
