类型,WindCode,日期时间,委托价格,委托数量,委托类别,委托代码
order,000001.SZ,2016-05-04 09:30:03.250000,10.67,2000,0,S
order,000001.SZ,2016-05-04 09:30:03.260000,10.68,1000,0,S
order,000001.SZ,2016-05-04 09:30:03.270000,10.85,9420,0,S
order,000001.SZ,2016-05-04 09:30:03.270000,10.42,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.270000,10.62,1300,0,B
order,000001.SZ,2016-05-04 09:30:03.270000,10.72,1100,0,S
order,000001.SZ,2016-05-04 09:30:03.270000,11.28,500,0,S
order,000001.SZ,2016-05-04 09:30:03.280000,10.68,2000,0,S
order,000001.SZ,2016-05-04 09:30:03.280000,10.85,900,0,S
order,000001.SZ,2016-05-04 09:30:03.290000,10.84,10000,0,S
order,000001.SZ,2016-05-04 09:30:03.300000,10.75,1000,0,S
order,000001.SZ,2016-05-04 09:30:03.310000,0.0,500,0,C
order,000001.SZ,2016-05-04 09:30:03.350000,10.51,2000,0,B
order,000001.SZ,2016-05-04 09:30:03.350000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.350000,10.58,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.350000,10.83,1700,0,S
order,000001.SZ,2016-05-04 09:30:03.350000,10.61,5000,0,B
order,000001.SZ,2016-05-04 09:30:03.360000,10.51,2000,0,B
order,000001.SZ,2016-05-04 09:30:03.370000,10.69,800,0,S
order,000001.SZ,2016-05-04 09:30:03.370000,10.9,700,0,S
order,000001.SZ,2016-05-04 09:30:03.390000,10.63,10000,0,B
order,000001.SZ,2016-05-04 09:30:03.390000,10.68,101600,0,S
order,000001.SZ,2016-05-04 09:30:03.390000,10.88,1000,0,S
order,000001.SZ,2016-05-04 09:30:03.400000,10.79,1400,0,S
order,000001.SZ,2016-05-04 09:30:03.410000,10.71,25000,0,S
order,000001.SZ,2016-05-04 09:30:03.410000,10.99,1000,0,S
order,000001.SZ,2016-05-04 09:30:03.420000,10.8,600,0,S
order,000001.SZ,2016-05-04 09:30:03.430000,10.67,600,0,S
order,000001.SZ,2016-05-04 09:30:03.440000,10.69,100,0,S
order,000001.SZ,2016-05-04 09:30:03.450000,10.79,200,0,S
order,000001.SZ,2016-05-04 09:30:03.450000,10.68,2000,0,S
order,000001.SZ,2016-05-04 09:30:03.450000,10.62,2000,0,B
order,000001.SZ,2016-05-04 09:30:03.450000,10.58,3600,0,B
order,000001.SZ,2016-05-04 09:30:03.450000,10.89,10000,0,S
order,000001.SZ,2016-05-04 09:30:03.450000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.450000,10.68,20000,0,S
order,000001.SZ,2016-05-04 09:30:03.450000,10.68,10300,0,S
order,000001.SZ,2016-05-04 09:30:03.460000,10.52,200,0,B
order,000001.SZ,2016-05-04 09:30:03.470000,0.0,500,0,C
order,000001.SZ,2016-05-04 09:30:03.490000,10.55,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.500000,10.65,54800,0,B
order,000001.SZ,2016-05-04 09:30:03.500000,10.98,400,0,S
order,000001.SZ,2016-05-04 09:30:03.510000,0.0,500,0,C
order,000001.SZ,2016-05-04 09:30:03.510000,10.61,800,0,B
order,000001.SZ,2016-05-04 09:30:03.530000,10.94,10000,0,S
order,000001.SZ,2016-05-04 09:30:03.540000,10.68,1500,0,S
order,000001.SZ,2016-05-04 09:30:03.540000,10.58,2000,0,B
order,000001.SZ,2016-05-04 09:30:03.540000,0.0,500,0,C
order,000001.SZ,2016-05-04 09:30:03.550000,10.58,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.560000,10.69,18700,0,B
order,000001.SZ,2016-05-04 09:30:03.570000,10.45,10000,0,B
order,000001.SZ,2016-05-04 09:30:03.610000,10.68,500,0,B
order,000001.SZ,2016-05-04 09:30:03.620000,10.72,500,0,S
order,000001.SZ,2016-05-04 09:30:03.620000,10.66,100,0,B
order,000001.SZ,2016-05-04 09:30:03.620000,10.4,200,0,B
order,000001.SZ,2016-05-04 09:30:03.620000,10.64,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.640000,10.99,10000,0,S
order,000001.SZ,2016-05-04 09:30:03.640000,9.61,2100,0,B
order,000001.SZ,2016-05-04 09:30:03.650000,10.89,1800,0,S
order,000001.SZ,2016-05-04 09:30:03.670000,10.55,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.700000,10.82,1000,0,S
order,000001.SZ,2016-05-04 09:30:03.700000,10.68,1000,0,S
order,000001.SZ,2016-05-04 09:30:03.710000,10.6,20000,0,B
order,000001.SZ,2016-05-04 09:30:03.730000,10.6,500,0,B
order,000001.SZ,2016-05-04 09:30:03.760000,0.0,500,0,C
order,000001.SZ,2016-05-04 09:30:03.760000,10.74,35900,0,S
order,000001.SZ,2016-05-04 09:30:03.760000,9.61,4000,0,B
order,000001.SZ,2016-05-04 09:30:03.770000,10.61,2000,0,B
order,000001.SZ,2016-05-04 09:30:03.770000,10.46,5000,0,B
order,000001.SZ,2016-05-04 09:30:03.790000,11.1,1000,0,S
order,000001.SZ,2016-05-04 09:30:03.800000,10.98,25828,0,S
order,000001.SZ,2016-05-04 09:30:03.800000,10.55,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.810000,10.85,200,0,S
order,000001.SZ,2016-05-04 09:30:03.810000,10.78,2500,0,S
order,000001.SZ,2016-05-04 09:30:03.820000,10.87,1700,0,S
order,000001.SZ,2016-05-04 09:30:03.820000,0.0,500,0,C
order,000001.SZ,2016-05-04 09:30:03.840000,10.4,100,0,B
order,000001.SZ,2016-05-04 09:30:03.840000,10.9,1100,0,S
order,000001.SZ,2016-05-04 09:30:03.850000,10.75,1000,0,S
order,000001.SZ,2016-05-04 09:30:03.870000,10.48,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.880000,10.9,1000,0,S
order,000001.SZ,2016-05-04 09:30:03.900000,0.0,500,0,C
order,000001.SZ,2016-05-04 09:30:03.900000,10.58,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.910000,11.75,300,0,S
order,000001.SZ,2016-05-04 09:30:03.920000,10.75,1000,0,S
order,000001.SZ,2016-05-04 09:30:03.940000,10.68,500,0,S
order,000001.SZ,2016-05-04 09:30:03.960000,10.72,500,0,S
order,000001.SZ,2016-05-04 09:30:03.970000,10.3,1000,0,B
order,000001.SZ,2016-05-04 09:30:03.980000,9.61,3500,0,B
order,000001.SZ,2016-05-04 09:30:03.980000,10.73,10000,0,S
order,000001.SZ,2016-05-04 09:30:04.000000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:30:04.000000,10.46,1000,0,B
order,000001.SZ,2016-05-04 09:30:04.030000,10.7,2200,0,B
order,000001.SZ,2016-05-04 09:30:04.040000,10.68,2000,0,S
order,000001.SZ,2016-05-04 09:30:04.040000,10.68,3700,0,B
order,000001.SZ,2016-05-04 09:30:04.040000,11.05,600,0,S
order,000001.SZ,2016-05-04 09:30:04.050000,10.71,5000,0,S
order,000001.SZ,2016-05-04 09:30:04.060000,10.54,80000,0,B
order,000001.SZ,2016-05-04 09:30:04.060000,10.74,46100,0,S
order,000001.SZ,2016-05-04 09:30:04.070000,10.79,2000,0,S
order,000001.SZ,2016-05-04 09:30:04.070000,11.75,7000,0,S
order,000001.SZ,2016-05-04 09:30:04.070000,10.55,5100,0,B
order,000001.SZ,2016-05-04 09:30:04.070000,10.57,2000,0,B
order,000001.SZ,2016-05-04 09:30:04.080000,10.68,2000,0,S
order,000001.SZ,2016-05-04 09:30:04.100000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:30:04.100000,10.68,100000,0,S
order,000001.SZ,2016-05-04 09:30:04.110000,10.55,1000,0,B
order,000001.SZ,2016-05-04 09:30:04.150000,10.61,600,0,B
order,000001.SZ,2016-05-04 09:30:04.160000,0.0,200,0,C
order,000001.SZ,2016-05-04 09:30:04.160000,11.75,500,0,S
order,000001.SZ,2016-05-04 09:30:04.170000,10.68,1000,0,S
order,000001.SZ,2016-05-04 09:30:04.170000,10.68,1400,0,S
order,000001.SZ,2016-05-04 09:30:04.170000,11.16,600,0,S
order,000001.SZ,2016-05-04 09:30:04.180000,10.69,10000,0,B
order,000001.SZ,2016-05-04 09:30:04.190000,11.6,200,0,S
order,000001.SZ,2016-05-04 09:30:04.240000,0.0,200,0,C
order,000001.SZ,2016-05-04 09:30:04.280000,10.74,2000,0,S
order,000001.SZ,2016-05-04 09:30:04.290000,10.76,900,0,S
order,000001.SZ,2016-05-04 09:30:04.300000,10.63,100,0,B
order,000001.SZ,2016-05-04 09:30:04.310000,10.65,2000,0,B
order,000001.SZ,2016-05-04 09:30:04.340000,10.68,800,0,S
order,000001.SZ,2016-05-04 09:30:04.340000,0.0,800,0,C
order,000001.SZ,2016-05-04 09:30:04.350000,10.68,1000,0,S
order,000001.SZ,2016-05-04 09:30:04.350000,10.59,700,0,B
order,000001.SZ,2016-05-04 09:30:04.350000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:30:04.390000,10.52,500,0,B
order,000001.SZ,2016-05-04 09:30:04.410000,10.73,2800,0,S
order,000001.SZ,2016-05-04 09:30:04.420000,0.0,500,0,C
order,000001.SZ,2016-05-04 09:30:04.430000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:30:04.440000,10.53,3000,0,B
order,000001.SZ,2016-05-04 09:30:04.460000,10.71,1000,0,S
order,000001.SZ,2016-05-04 09:30:04.480000,10.6,2000,0,B
order,000001.SZ,2016-05-04 09:30:04.480000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:30:04.510000,10.69,700,0,B
order,000001.SZ,2016-05-04 09:30:04.520000,10.68,100000,0,S
order,000001.SZ,2016-05-04 09:30:04.520000,10.68,400,0,S
order,000001.SZ,2016-05-04 09:30:04.540000,10.55,1000,0,B
order,000001.SZ,2016-05-04 09:30:04.540000,10.71,500,0,S
order,000001.SZ,2016-05-04 09:30:04.570000,10.8,500,0,S
order,000001.SZ,2016-05-04 09:30:04.610000,10.89,1000,0,S
order,000001.SZ,2016-05-04 09:30:04.630000,10.75,1000,0,S
order,000001.SZ,2016-05-04 09:30:04.640000,10.69,5000,0,B
order,000001.SZ,2016-05-04 09:30:04.670000,10.71,2500,0,S
order,000001.SZ,2016-05-04 09:30:04.740000,11.7,900,0,S
order,000001.SZ,2016-05-04 09:30:04.800000,10.7,1600,0,S
order,000001.SZ,2016-05-04 09:30:04.860000,10.75,3000,0,S
order,000001.SZ,2016-05-04 09:30:04.910000,0.0,2200,0,C
order,000001.SZ,2016-05-04 09:30:04.960000,10.74,1000,0,S
order,000001.SZ,2016-05-04 09:30:04.970000,10.6,1000,0,B
order,000001.SZ,2016-05-04 09:30:05.000000,10.73,600,0,S
order,000001.SZ,2016-05-04 09:30:05.020000,10.65,2000,0,B
order,000001.SZ,2016-05-04 09:30:05.030000,11.75,14100,0,B
order,000001.SZ,2016-05-04 09:30:05.070000,10.72,1600,0,S
order,000001.SZ,2016-05-04 09:30:05.160000,10.47,500,0,S
order,000001.SZ,2016-05-04 09:30:05.200000,10.72,1000,0,S
order,000001.SZ,2016-05-04 09:30:06.010000,11.42,500,0,S
order,000001.SZ,2016-05-04 09:30:07.310000,11.03,3000,0,S
order,000001.SZ,2016-05-04 09:30:07.730000,10.63,1000,0,B
order,000001.SZ,2016-05-04 09:30:08.150000,10.51,600,0,B
order,000001.SZ,2016-05-04 09:30:08.300000,10.69,13300,0,B
order,000001.SZ,2016-05-04 09:30:08.910000,10.88,3000,0,S
order,000001.SZ,2016-05-04 09:30:09.240000,10.71,1000,0,S
order,000001.SZ,2016-05-04 09:30:09.750000,10.98,1000,0,S
order,000001.SZ,2016-05-04 09:30:09.760000,10.68,9700,0,S
order,000001.SZ,2016-05-04 09:30:11.650000,10.73,1000,0,S
order,000001.SZ,2016-05-04 09:30:11.650000,10.58,1600,0,B
order,000001.SZ,2016-05-04 09:30:11.700000,10.88,1000,0,S
order,000001.SZ,2016-05-04 09:30:12.020000,10.76,2200,0,S
order,000001.SZ,2016-05-04 09:30:12.150000,10.65,1500,0,S
order,000001.SZ,2016-05-04 09:30:12.260000,10.67,100,0,S
order,000001.SZ,2016-05-04 09:30:12.860000,10.84,100,0,S
order,000001.SZ,2016-05-04 09:30:13.200000,10.98,400,0,S
order,000001.SZ,2016-05-04 09:30:13.320000,10.68,500,0,S
order,000001.SZ,2016-05-04 09:30:14.890000,10.52,500,0,B
order,000001.SZ,2016-05-04 09:30:15.640000,10.68,800,0,S
order,000001.SZ,2016-05-04 09:30:16.140000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:30:16.760000,10.68,1500,0,S
order,000001.SZ,2016-05-04 09:30:17.370000,10.67,3000,0,B
order,000001.SZ,2016-05-04 09:30:17.680000,11.02,3500,0,S
order,000001.SZ,2016-05-04 09:30:17.780000,11.75,1000,0,S
order,000001.SZ,2016-05-04 09:30:18.100000,10.67,5000,0,S
order,000001.SZ,2016-05-04 09:30:18.630000,10.56,500,0,B
order,000001.SZ,2016-05-04 09:30:19.060000,10.58,1000,0,B
order,000001.SZ,2016-05-04 09:30:19.870000,0.0,4000,V,B
order,000001.SZ,2016-05-04 09:30:20.880000,10.67,500,0,S
order,000001.SZ,2016-05-04 09:30:21.690000,10.8,1600,0,S
order,000001.SZ,2016-05-04 09:30:21.950000,11.0,200,0,S
order,000001.SZ,2016-05-04 09:30:22.200000,10.88,1900,0,S
order,000001.SZ,2016-05-04 09:30:22.630000,10.71,200,0,S
order,000001.SZ,2016-05-04 09:30:23.050000,10.57,1600,0,B
order,000001.SZ,2016-05-04 09:30:24.560000,11.56,500,0,S
order,000001.SZ,2016-05-04 09:30:25.200000,0.0,5000,0,C
order,000001.SZ,2016-05-04 09:30:25.400000,0.0,31100,0,C
order,000001.SZ,2016-05-04 09:30:25.470000,10.7,5000,0,S
order,000001.SZ,2016-05-04 09:30:25.570000,0.0,1500,0,C
order,000001.SZ,2016-05-04 09:30:26.110000,10.74,100,0,S
order,000001.SZ,2016-05-04 09:30:26.550000,10.65,17400,0,B
order,000001.SZ,2016-05-04 09:30:26.570000,10.68,5100,0,S
order,000001.SZ,2016-05-04 09:30:27.000000,10.41,600,0,B
order,000001.SZ,2016-05-04 09:30:27.030000,10.67,2000,0,S
order,000001.SZ,2016-05-04 09:30:27.580000,10.55,700,0,B
order,000001.SZ,2016-05-04 09:30:28.160000,10.69,1000,0,B
order,000001.SZ,2016-05-04 09:30:28.990000,10.78,2000,0,S
order,000001.SZ,2016-05-04 09:30:29.730000,0.0,1000,0,C
order,000001.SZ,2016-05-04 09:30:30.130000,10.68,800,0,S
order,000001.SZ,2016-05-04 09:30:30.460000,10.46,500,0,S
order,000001.SZ,2016-05-04 09:30:30.580000,9.65,17300,0,B
order,000001.SZ,2016-05-04 09:30:30.940000,11.5,200,0,S
order,000001.SZ,2016-05-04 09:30:31.170000,10.58,1000,0,B
order,000001.SZ,2016-05-04 09:30:31.370000,0.0,100,0,C
order,000001.SZ,2016-05-04 09:30:31.640000,11.75,26500,0,B
order,000001.SZ,2016-05-04 09:30:31.830000,11.5,400,0,S
order,000001.SZ,2016-05-04 09:30:32.120000,10.61,2000,0,B
order,000001.SZ,2016-05-04 09:30:32.160000,0.0,3000,0,C
order,000001.SZ,2016-05-04 09:30:32.420000,10.68,3000,0,B
order,000001.SZ,2016-05-04 09:30:32.700000,10.68,2500,0,B
order,000001.SZ,2016-05-04 09:30:33.460000,10.56,1600,0,B
order,000001.SZ,2016-05-04 09:30:33.580000,0.0,4900,0,C
order,000001.SZ,2016-05-04 09:30:34.050000,0.0,300,0,C
order,000001.SZ,2016-05-04 09:30:34.100000,0.0,300,0,C
order,000001.SZ,2016-05-04 09:30:34.100000,0.0,400,0,C
order,000001.SZ,2016-05-04 09:30:34.160000,0.0,300,0,C
order,000001.SZ,2016-05-04 09:30:34.530000,10.78,1500,0,S
order,000001.SZ,2016-05-04 09:30:34.710000,10.54,2000,0,B
order,000001.SZ,2016-05-04 09:30:34.980000,10.85,5000,0,S
order,000001.SZ,2016-05-04 09:30:35.480000,10.79,100,0,S
order,000001.SZ,2016-05-04 09:30:35.700000,10.74,200,0,S
order,000001.SZ,2016-05-04 09:30:36.420000,10.8,1000,0,S
order,000001.SZ,2016-05-04 09:30:36.430000,0.0,1700,0,C
order,000001.SZ,2016-05-04 09:30:36.490000,0.0,1600,0,C
order,000001.SZ,2016-05-04 09:30:36.540000,10.68,10000,0,B
order,000001.SZ,2016-05-04 09:30:36.760000,11.0,800,0,S
order,000001.SZ,2016-05-04 09:30:36.890000,10.63,500,0,B
order,000001.SZ,2016-05-04 09:30:37.160000,10.38,500,0,B
order,000001.SZ,2016-05-04 09:30:38.020000,10.68,100,0,B
order,000001.SZ,2016-05-04 09:30:38.750000,10.71,20000,0,B
order,000001.SZ,2016-05-04 09:30:38.770000,10.99,800,0,S
order,000001.SZ,2016-05-04 09:30:40.350000,10.67,3000,0,S
order,000001.SZ,2016-05-04 09:30:41.260000,10.67,54900,0,S
order,000001.SZ,2016-05-04 09:30:41.420000,10.66,1000,0,S
order,000001.SZ,2016-05-04 09:30:42.680000,11.75,100,0,S
order,000001.SZ,2016-05-04 09:30:43.420000,10.71,5500,0,B
order,000001.SZ,2016-05-04 09:30:43.630000,10.67,5000,0,S
order,000001.SZ,2016-05-04 09:30:43.970000,10.5,2200,0,B
order,000001.SZ,2016-05-04 09:30:44.510000,10.95,1000,0,S
order,000001.SZ,2016-05-04 09:30:44.570000,11.09,800,0,S
order,000001.SZ,2016-05-04 09:30:44.680000,10.95,100,0,S
order,000001.SZ,2016-05-04 09:30:44.690000,10.55,1600,0,B
order,000001.SZ,2016-05-04 09:30:44.840000,10.51,900,0,B
order,000001.SZ,2016-05-04 09:30:44.850000,10.78,200,0,S
order,000001.SZ,2016-05-04 09:30:44.940000,10.41,3000,0,B
order,000001.SZ,2016-05-04 09:30:44.970000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:30:45.150000,10.67,100,0,B
order,000001.SZ,2016-05-04 09:30:45.160000,10.68,400,0,B
order,000001.SZ,2016-05-04 09:30:45.580000,10.84,100,0,S
order,000001.SZ,2016-05-04 09:30:46.110000,10.67,5000,0,S
order,000001.SZ,2016-05-04 09:30:46.700000,10.68,500,0,B
order,000001.SZ,2016-05-04 09:30:47.020000,10.85,500,0,S
order,000001.SZ,2016-05-04 09:30:47.170000,10.7,5600,0,S
order,000001.SZ,2016-05-04 09:30:47.330000,10.67,1200,0,S
order,000001.SZ,2016-05-04 09:30:47.360000,10.68,300,0,S
order,000001.SZ,2016-05-04 09:30:47.670000,10.69,1000,0,S
order,000001.SZ,2016-05-04 09:30:48.430000,10.67,400,0,S
order,000001.SZ,2016-05-04 09:30:48.800000,11.7,500,0,S
order,000001.SZ,2016-05-04 09:30:49.510000,0.0,4000,0,C
order,000001.SZ,2016-05-04 09:30:49.850000,11.0,800,0,S
order,000001.SZ,2016-05-04 09:30:50.340000,10.69,400,0,B
order,000001.SZ,2016-05-04 09:30:51.030000,10.68,100,0,B
order,000001.SZ,2016-05-04 09:30:51.390000,10.56,2000,0,B
order,000001.SZ,2016-05-04 09:30:51.770000,0.0,1700,0,C
order,000001.SZ,2016-05-04 09:30:52.160000,10.76,600,0,S
order,000001.SZ,2016-05-04 09:30:52.780000,10.6,700,0,B
order,000001.SZ,2016-05-04 09:30:52.870000,10.65,2800,0,B
order,000001.SZ,2016-05-04 09:30:53.300000,10.9,2100,0,S
order,000001.SZ,2016-05-04 09:30:53.580000,10.67,2800,0,B
order,000001.SZ,2016-05-04 09:30:53.790000,10.78,1200,0,S
order,000001.SZ,2016-05-04 09:30:54.580000,10.67,700,0,S
order,000001.SZ,2016-05-04 09:30:55.050000,10.62,2000,0,B
order,000001.SZ,2016-05-04 09:30:55.430000,10.75,500,0,S
order,000001.SZ,2016-05-04 09:30:55.860000,10.69,700,0,B
order,000001.SZ,2016-05-04 09:30:56.320000,10.8,3000,0,S
order,000001.SZ,2016-05-04 09:30:56.660000,10.67,1000,0,S
order,000001.SZ,2016-05-04 09:30:56.680000,10.63,3000,0,B
order,000001.SZ,2016-05-04 09:30:56.720000,10.72,2000,0,S
order,000001.SZ,2016-05-04 09:30:56.890000,10.61,500,0,B
order,000001.SZ,2016-05-04 09:30:57.140000,10.67,2000,0,S
order,000001.SZ,2016-05-04 09:30:57.370000,10.67,1000,0,S
order,000001.SZ,2016-05-04 09:30:57.610000,10.67,500,0,S
order,000001.SZ,2016-05-04 09:30:58.480000,10.8,10000,0,S
order,000001.SZ,2016-05-04 09:30:58.610000,10.68,2600,0,B
order,000001.SZ,2016-05-04 09:30:59.030000,0.0,400,0,C
order,000001.SZ,2016-05-04 09:30:59.380000,10.69,700,0,B
order,000001.SZ,2016-05-04 09:30:59.490000,10.63,300,0,B
order,000001.SZ,2016-05-04 09:30:59.650000,20.26,1000,0,B
order,000001.SZ,2016-05-04 09:30:59.840000,10.47,500,0,S
order,000001.SZ,2016-05-04 09:31:00.510000,10.67,200,0,B
order,000001.SZ,2016-05-04 09:31:00.520000,10.67,24800,0,S
order,000001.SZ,2016-05-04 09:31:00.570000,10.69,1300,0,B
order,000001.SZ,2016-05-04 09:31:00.700000,10.67,1500,0,B
order,000001.SZ,2016-05-04 09:31:01.030000,10.69,100,0,B
order,000001.SZ,2016-05-04 09:31:01.370000,10.38,2000,0,B
order,000001.SZ,2016-05-04 09:31:01.390000,10.8,10000,0,S
order,000001.SZ,2016-05-04 09:31:01.400000,10.6,2000,0,B
order,000001.SZ,2016-05-04 09:31:01.600000,10.68,500,0,S
order,000001.SZ,2016-05-04 09:31:01.650000,11.75,13800,0,B
order,000001.SZ,2016-05-04 09:31:02.090000,10.88,400,0,S
order,000001.SZ,2016-05-04 09:31:02.110000,10.62,800,0,S
order,000001.SZ,2016-05-04 09:31:02.300000,10.68,5000,0,S
order,000001.SZ,2016-05-04 09:31:02.340000,10.67,10000,0,B
order,000001.SZ,2016-05-04 09:31:03.100000,10.68,2700,0,B
order,000001.SZ,2016-05-04 09:31:03.110000,10.6,5000,0,B
order,000001.SZ,2016-05-04 09:31:03.360000,10.68,300,0,S
order,000001.SZ,2016-05-04 09:31:03.610000,10.68,700,0,B
order,000001.SZ,2016-05-04 09:31:04.060000,10.88,900,0,S
order,000001.SZ,2016-05-04 09:31:04.640000,10.68,2000,0,S
order,000001.SZ,2016-05-04 09:31:04.820000,10.66,1000,0,B
order,000001.SZ,2016-05-04 09:31:04.850000,0.0,300,0,C
order,000001.SZ,2016-05-04 09:31:05.100000,0.0,1900,V,B
order,000001.SZ,2016-05-04 09:31:06.560000,10.61,5000,0,B
order,000001.SZ,2016-05-04 09:31:06.580000,10.68,4000,0,S
order,000001.SZ,2016-05-04 09:31:06.590000,10.53,3000,0,B
order,000001.SZ,2016-05-04 09:31:06.910000,11.75,20000,0,S
order,000001.SZ,2016-05-04 09:31:07.040000,0.0,7200,V,B
order,000001.SZ,2016-05-04 09:31:07.190000,10.66,2000,0,B
order,000001.SZ,2016-05-04 09:31:07.760000,10.68,1000,0,S
order,000001.SZ,2016-05-04 09:31:08.150000,10.8,400,0,S
order,000001.SZ,2016-05-04 09:31:08.220000,9.68,1000,0,B
order,000001.SZ,2016-05-04 09:31:08.690000,10.64,2400,0,B
order,000001.SZ,2016-05-04 09:31:08.770000,0.0,10000,0,C
order,000001.SZ,2016-05-04 09:31:08.950000,10.67,2000,0,B
order,000001.SZ,2016-05-04 09:31:09.060000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:31:09.300000,10.67,4000,0,S
order,000001.SZ,2016-05-04 09:31:09.340000,10.67,6400,0,S
order,000001.SZ,2016-05-04 09:31:09.370000,10.74,500,0,S
order,000001.SZ,2016-05-04 09:31:09.390000,10.52,1000,0,B
order,000001.SZ,2016-05-04 09:31:09.540000,0.0,21200,V,B
order,000001.SZ,2016-05-04 09:31:09.540000,10.85,7400,0,S
order,000001.SZ,2016-05-04 09:31:09.720000,10.67,50000,0,S
order,000001.SZ,2016-05-04 09:31:10.010000,10.68,13300,0,B
order,000001.SZ,2016-05-04 09:31:10.110000,10.69,700,0,B
order,000001.SZ,2016-05-04 09:31:10.350000,11.57,1600,0,S
order,000001.SZ,2016-05-04 09:31:10.580000,9.7,3000,0,B
order,000001.SZ,2016-05-04 09:31:11.280000,10.69,700,0,B
order,000001.SZ,2016-05-04 09:31:11.490000,10.67,20000,0,S
order,000001.SZ,2016-05-04 09:31:11.810000,10.67,1600,0,S
order,000001.SZ,2016-05-04 09:31:11.930000,10.7,800,0,B
order,000001.SZ,2016-05-04 09:31:11.940000,10.67,21600,0,S
order,000001.SZ,2016-05-04 09:31:12.080000,10.59,500,0,B
order,000001.SZ,2016-05-04 09:31:12.330000,10.68,2000,0,S
order,000001.SZ,2016-05-04 09:31:12.420000,10.67,31100,0,S
order,000001.SZ,2016-05-04 09:31:13.810000,10.67,100,0,S
order,000001.SZ,2016-05-04 09:31:14.390000,11.75,2000,0,S
order,000001.SZ,2016-05-04 09:31:14.440000,10.65,100,0,B
order,000001.SZ,2016-05-04 09:31:14.450000,0.0,4000,0,C
order,000001.SZ,2016-05-04 09:31:14.470000,10.71,399,0,S
order,000001.SZ,2016-05-04 09:31:15.020000,10.67,33600,0,B
order,000001.SZ,2016-05-04 09:31:15.070000,10.85,5000,0,S
order,000001.SZ,2016-05-04 09:31:15.120000,10.98,1000,0,S
order,000001.SZ,2016-05-04 09:31:17.370000,10.7,4300,0,B
order,000001.SZ,2016-05-04 09:31:18.120000,10.7,800,0,B
order,000001.SZ,2016-05-04 09:31:18.250000,10.67,2000,0,S
order,000001.SZ,2016-05-04 09:31:18.280000,10.72,300,0,S
order,000001.SZ,2016-05-04 09:31:18.600000,10.67,2000,0,S
order,000001.SZ,2016-05-04 09:31:18.630000,10.68,300000,0,B
order,000001.SZ,2016-05-04 09:31:19.350000,10.5,500,0,B
order,000001.SZ,2016-05-04 09:31:20.310000,10.67,37900,0,S
order,000001.SZ,2016-05-04 09:31:20.430000,10.67,2000,0,B
order,000001.SZ,2016-05-04 09:31:21.410000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:31:21.950000,10.79,1000,0,S
order,000001.SZ,2016-05-04 09:31:22.620000,10.67,900,0,S
order,000001.SZ,2016-05-04 09:31:23.870000,10.67,600,0,S
order,000001.SZ,2016-05-04 09:31:24.080000,10.67,2000,0,S
order,000001.SZ,2016-05-04 09:31:24.150000,10.73,1500,0,S
order,000001.SZ,2016-05-04 09:31:24.590000,10.72,1000,0,S
order,000001.SZ,2016-05-04 09:31:24.720000,10.68,1000,0,B
order,000001.SZ,2016-05-04 09:31:25.190000,10.76,1000,0,S
order,000001.SZ,2016-05-04 09:31:26.190000,9.82,5000,0,B
order,000001.SZ,2016-05-04 09:31:26.820000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:31:26.900000,11.68,1000,0,S
order,000001.SZ,2016-05-04 09:31:27.120000,10.58,300,0,B
order,000001.SZ,2016-05-04 09:31:27.200000,10.68,2000,0,B
order,000001.SZ,2016-05-04 09:31:27.440000,0.0,2500,0,C
order,000001.SZ,2016-05-04 09:31:27.870000,10.55,300,0,B
order,000001.SZ,2016-05-04 09:31:28.300000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:31:28.360000,10.67,7100,0,B
order,000001.SZ,2016-05-04 09:31:28.930000,10.68,100,0,B
order,000001.SZ,2016-05-04 09:31:29.150000,10.71,5000,0,S
order,000001.SZ,2016-05-04 09:31:29.750000,10.46,500,0,S
order,000001.SZ,2016-05-04 09:31:29.820000,10.67,1000,0,B
order,000001.SZ,2016-05-04 09:31:30.930000,10.63,400,0,B
order,000001.SZ,2016-05-04 09:31:30.950000,10.67,5000,0,B
